"YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","UserId","Party"
1996,"Male","over $150,000","Single (no kids)","Current K-12","No","Yes","No","No","No","Yes","Public","No","No","No","No","No","Yes","Yes","Science","Study first","No","Yes","Yes","No","Giving","Yes","No","Idealist","No","No","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","Yes","Yes","Mysterious","No","No","Tunes","People","No","No","Yes","No","Yes","Supportive","No","PC","No","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","Own","Optimist","Mom","No","Yes","No","Yes","Nope","Yes","No","No","No","No","No","Yes","No","No","Yes",3526,"Democrat"
1994,"Male","$50,000 - $74,999","Single (no kids)","Current K-12","No","Yes","No","No","Yes","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Art","Try first","No","Yes","No","No","Receiving","No","Yes","Pragmatist","No","No","Cool headed","Standard hours","Yes","Right","No","No","No","Yes","A.M.","Yes","Start","Yes","Yes","Circumstances","No","Yes","No","Yes","Yes","Mysterious","Yes","No","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","Yes","PC","No","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","No","Yes","No","Yes","Grrr people","Yes","No","Yes","No","No","No","Yes","No","Yes","No","No","Yes","Own","Optimist","Dad","Yes","No","Yes","No","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",3527,"Republican"
1973,"Male","$100,001 - $150,000","Married (no kids)","Bachelor's Degree","No","No","No","No","No","Yes","Private","Yes","Yes","No","No","No","Yes","Yes","Art","Study first","Yes","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Circumstances","Yes","No","No","Yes","No","Mysterious","No","Yes","Talk","Technology","Yes","No","No","Yes","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Dad","Yes","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No",3528,"Republican"
1984,"Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","No","Yes","No","Yes","No","No","Public","No","Yes","Yes","No","Yes","No","Yes","Science","Study first","No","No","Yes","Yes","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Happy","No","Yes","Yes","No","P.M.","No","Start","Yes","Yes","Circumstances","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","Technology","Yes","Yes","Yes","Yes","Yes","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Socialize","Yes","In-person","Yes","No","Yes","No","Grrr people","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Rent","Pessimist","Mom","No","Yes","No","Yes","Nope","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No",3529,"Democrat"
1995,"Male","under $25,000","Single (no kids)","Current Undergraduate","Yes","Yes","Yes","No","Yes","Yes","Public","Yes","No","No","Yes","Yes","Yes","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","Yes","Yes","Idealist","Yes","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","Yes","No","Yes","No","No","Mysterious","No","Yes","Tunes","People","Yes","Yes","Yes","No","Yes","Demanding","Yes","PC","Yes","Cautious","Yes","Yes!","Yes","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","No","No","Yes","Yes","No","No","Yes","Yes","Rent","Optimist","Dad","No","Yes","Yes","Yes","Check!","No","No","No","Yes","Yes","No","Yes","Yes","Yes","No",3530,"Democrat"
1995,"Male","$25,001 - $50,000","Single (no kids)","Current K-12","Yes","No","No","No","No","Yes","Public","Yes","Yes","Yes","No","Yes","No","Yes","Science","Study first","No","No","No","No","Receiving","No","Yes","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Right","No","No","No","Yes","A.M.","No","End","No","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","Yes","Demanding","No","PC","Yes","Risk-friendly","No","Umm...","Yes","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","Own","Pessimist","Mom","Yes","Yes","No","No","Nope","Yes","No","No","Yes","No","No","Yes","No","No","No",3531,"Democrat"
1990,"Male","under $25,000","Single (no kids)","Current Undergraduate","No","No","No","No","Yes","No","Public","No","Yes","Yes","No","Yes","No","Yes","Science","Try first","No","Yes","Yes","Yes","Receiving","No","Yes","Idealist","Yes","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","No","Start","Yes","Yes","Circumstances","Yes","Yes","Yes","Yes","No","TMI","Yes","No","Talk","People","No","Yes","Yes","Yes","Yes","Supportive","Yes","PC","Yes","Risk-friendly","Yes","Yes!","No","Socialize","Yes","In-person","No","No","Yes","Yes","Yay people!","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Rent","Optimist","Dad","No","No","Yes","Yes","Check!","No","No","No","Yes","Yes","No","Yes","Yes","No","Yes",3532,"Democrat"
1978,"Male","$50,000 - $74,999","Single (w/kids)","Current Undergraduate","Yes","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","No","No","Yes","Art","Study first","Yes","No","No","No","Giving","Yes","Yes","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Right","Yes","Yes","Yes","No","P.M.","No","Start","Yes","Yes","Me","Yes","Yes","Yes","Yes","Yes","Mysterious","Yes","No","Talk","People","No","Yes","Yes","No","Yes","Demanding","No","PC","No","Cautious","No","Umm...","No","Socialize","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Own","Pessimist","Dad","Yes","Yes","Yes","Yes","Nope","No","No","No","Yes","No","No","Yes","No","Yes","No",3533,"Republican"
1992,"Male","under $25,000","Single (no kids)","High School Diploma","No","Yes","No","No","No","Yes","Public","No","No","No","No","No","No","Yes","Science","Study first","No","No","No","No","Giving","Yes","No","Pragmatist","No","No","Hot headed","Odd hours","No","Right","Yes","Yes","Yes","Yes","P.M.","No","End","No","No","Me","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","Yes","No","No","No","Yes","No","Own","Pessimist","Dad","No","No","No","No","Nope","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes",3534,"Democrat"
1983,"Female","$50,000 - $74,999","Single (no kids)","Current Undergraduate","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","Yes","Yes","Yes","Giving","No","No","Pragmatist","Yes","No","Cool headed","Standard hours","No","Right","No","Yes","Yes","No","P.M.","No","End","No","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","No","Yes","Supportive","No","PC","Yes","Risk-friendly","Yes","Yes!","Yes","Socialize","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Rent","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","No","No","Yes","Yes","Yes","No","Yes","No","No","No",3536,"Democrat"
1995,"Female","$25,001 - $50,000","Single (no kids)","Current Undergraduate","Yes","Yes","No","No","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Try first","Yes","Yes","Yes","No","Receiving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","No","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","No","PC","Yes","Cautious","Yes","Umm...","No","Space","No","Online","No","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Own","Pessimist","Dad","No","No","No","No","Check!","No","No","No","No","No","No","Only-child","Yes","No","No",3538,"Democrat"
1989,"Male","under $25,000","Single (no kids)","Doctoral Degree","No","No","No","No","No","No","Public","No","Yes","No","Yes","Yes","Yes","No","Science","Try first","No","Yes","Yes","No","Receiving","No","No","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","Yes","Me","No","Yes","Yes","No","No","TMI","Yes","No","Tunes","People","No","Yes","No","Yes","No","Supportive","No","PC","Yes","Risk-friendly","Yes","Yes!","No","Socialize","Yes","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","No","No","No","No","No","Yes","No","Yes","Rent","Optimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",3539,"Democrat"
1970,"Female","$100,001 - $150,000","Married (w/kids)","Associate's Degree","No","No","No","Yes","No","No","Public","No","No","No","Yes","No","No","Yes","Art","Try first","No","No","No","No","Receiving","Yes","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","No","Yes","No","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","Yes","Yes","Yes","TMI","Yes","No","Tunes","People","No","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Space","No","Online","No","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Yes","Yes","Own","Optimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",3540,"Republican"
1991,"Male","$25,001 - $50,000","Single (no kids)","High School Diploma","No","No","No","Yes","No","Yes","Public","No","Yes","Yes","No","No","No","No","Science","Try first","Yes","Yes","Yes","Yes","Giving","No","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","No","Yes","No","No","A.M.","Yes","Start","Yes","No","Me","Yes","No","No","No","Yes","Mysterious","Yes","No","Tunes","People","No","No","Yes","No","No","Supportive","Yes","Mac","Yes","Risk-friendly","Yes","Yes!","No","Socialize","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Own","Optimist","Dad","No","No","No","No","Nope","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes",3541,"Democrat"
1994,"Male","$50,000 - $74,999","Single (no kids)","Current Undergraduate","No","Yes","No","No","Yes","Yes","Public","No","Yes","Yes","Yes","No","No","Yes","Art","Study first","No","Yes","No","Yes","Receiving","Yes","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","No","Me","Yes","Yes","No","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","Yes","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","Online","No","No","No","Yes","Grrr people","No","No","Yes","No","Yes","No","No","No","No","No","No","No","Rent","Optimist","Dad","Yes","No","Yes","Yes","Nope","No","No","No","No","No","Yes","Yes","Yes","No","Yes",3542,"Democrat"
1966,"Male","over $150,000","Married (w/kids)","Current Undergraduate","No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","Yes","No","Idealist","Yes","Yes","Cool headed","Standard hours","Yes","Happy","No","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","Yes","No","Yes","No","No","Mysterious","Yes","Yes","Tunes","Technology","Yes","Yes","No","No","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","Yes","No","No","Yay people!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","No","Yes","Own","Optimist","Dad","Yes","Yes","No","No","Check!","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",3544,"Republican"
1994,"Male","under $25,000","Single (no kids)","Current Undergraduate","No","No","No","No","No","Yes","Public","Yes","No","No","No","No","Yes","Yes","Science","Try first","No","Yes","No","No","Receiving","Yes","No","Idealist","No","No","Hot headed","Odd hours","No","Right","No","No","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","No","No","No","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","Yes","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","No","No","Yes","No","Grrr people","Yes","No","Yes","No","No","Yes","No","No","Yes","No","Yes","No","Rent","Pessimist","Mom","No","No","No","Yes","Nope","No","No","No","No","Yes","No","Yes","No","No","Yes",3545,"Democrat"
1944,"Male","under $25,000","Single (w/kids)","Bachelor's Degree","No","Yes","No","No","Yes","Yes","Private","No","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","No","No","Yes","Receiving","Yes","Yes","Pragmatist","No","No","Hot headed","Standard hours","No","Right","No","Yes","No","No","A.M.","No","End","Yes","Yes","Me","Yes","Yes","No","Yes","Yes","Mysterious","No","No","Talk","People","No","Yes","Yes","Yes","No","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","Yes","No","Yes","Grrr people","Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","Yes","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes",3546,"Republican"
1989,"Female","$75,000 - $100,000","Single (no kids)","Master's Degree","No","Yes","No","No","No","No","Public","No","Yes","No","No","No","Yes","Yes","Art","Study first","Yes","Yes","No","No","Giving","Yes","Yes","Idealist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","No","No","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","No","Mac","No","Cautious","Yes","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","Yes","No","No","Yes","No","Only-child","Yes","No","Yes",3547,"Democrat"
1975,"Male","$25,001 - $50,000","Single (w/kids)","Associate's Degree","Yes","Yes","Yes","Yes","No","Yes","Public","No","No","No","Yes","Yes","No","No","Science","Study first","No","No","No","Yes","Giving","Yes","Yes","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Right","No","Yes","No","Yes","P.M.","Yes","Start","No","Yes","Circumstances","Yes","Yes","Yes","Yes","Yes","Mysterious","Yes","Yes","Tunes","People","Yes","Yes","Yes","No","No","Demanding","No","Mac","Yes","Cautious","No","Yes!","Yes","Space","No","Online","Yes","Yes","Yes","No","Grrr people","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Own","Pessimist","Mom","No","Yes","No","No","Nope","Yes","No","No","No","No","No","Only-child","No","Yes","No",3548,"Democrat"
1969,"Female","$100,001 - $150,000","Single (no kids)","Master's Degree","No","Yes","No","Yes","No","No","Public","No","Yes","No","No","Yes","Yes","No","Science","Try first","No","Yes","No","No","Giving","No","No","Pragmatist","Yes","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","No","Yes","Circumstances","No","Yes","No","Yes","No","TMI","No","No","Tunes","People","No","No","Yes","Yes","Yes","Demanding","Yes","Mac","Yes","Risk-friendly","No","Umm...","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Yes","Own","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","No","Yes","Only-child","No","No","Yes",3549,"Republican"
1981,"Male","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","No","No","No","Yes","Yes","No","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","No","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","No","Yes","No","Mysterious","Yes","No","Talk","Technology","No","No","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","Rent","Optimist","Dad","Yes","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",3551,"Republican"
1997,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","No","Yes","No","No","No","Yes","Public","No","No","No","No","No","Yes","Yes","Science","Study first","Yes","Yes","No","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","No","No","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Mom","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",3553,"Democrat"
1974,"Male","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","Yes","No","No","Yes","Yes","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","No","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Odd hours","Yes","Happy","No","Yes","Yes","Yes","A.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","No","No","Mysterious","Yes","No","Talk","People","No","Yes","Yes","No","No","Demanding","Yes","PC","Yes","Cautious","No","Umm...","No","Space","Yes","Online","Yes","No","Yes","Yes","Yay people!","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","Yes","No","Own","Pessimist","Mom","Yes","Yes","No","No","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",3555,"Republican"
1972,"Male","$25,001 - $50,000","Married (w/kids)","High School Diploma","Yes","Yes","No","Yes","Yes","No","Public","No","Yes","No","Yes","No","No","Yes","Science","Try first","No","Yes","No","No","Giving","Yes","Yes","Pragmatist","Yes","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Talk","People","No","No","Yes","Yes","No","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","No","No","No","No","Yes","No","No","No","No","No","Rent","Optimist","Dad","Yes","No","No","No","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",3556,"Republican"
1981,"Male","over $150,000","Married (no kids)","Master's Degree","No","Yes","No","Yes","Yes","Yes","Private","No","No","No","No","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","No","Giving","No","No","Idealist","No","No","Hot headed","Standard hours","No","Right","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Me","No","Yes","Yes","Yes","No","Mysterious","No","No","Talk","Technology","No","No","Yes","Yes","Yes","Demanding","No","PC","No","Risk-friendly","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","No","No","No","No","Yes","Yes","Own","Optimist","Dad","No","No","No","Yes","Check!","Yes","No","No","No","Yes","No","Yes","No","No","Yes",3557,"Democrat"
1977,"Female","$75,000 - $100,000","Married (w/kids)","Master's Degree","No","Yes","No","Yes","No","Yes","Public","No","No","No","Yes","Yes","Yes","Yes","Science","Study first","No","No","Yes","Yes","Giving","Yes","No","Idealist","Yes","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","End","Yes","No","Me","Yes","No","Yes","Yes","No","TMI","No","Yes","Talk","People","Yes","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Risk-friendly","Yes","Yes!","No","Space","No","In-person","No","Yes","Yes","No","Yay people!","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Rent","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",3558,"Democrat"
1985,"Male","$75,000 - $100,000","Married (w/kids)","High School Diploma","No","No","No","Yes","No","No","Public","Yes","Yes","No","No","No","No","Yes","Science","Study first","No","Yes","No","Yes","Giving","No","No","Idealist","Yes","Yes","Cool headed","Standard hours","No","Right","No","Yes","Yes","No","P.M.","Yes","End","Yes","Yes","Circumstances","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","Online","No","No","No","Yes","Grrr people","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","No","Own","Pessimist","Mom","No","Yes","No","Yes","Nope","Yes","No","Yes","No","Yes","Yes","Yes","No","No","Yes",3559,"Republican"
1994,"Male","under $25,000","Single (no kids)","Current Undergraduate","No","No","No","Yes","No","No","Public","No","No","No","No","Yes","Yes","No","Science","Try first","No","Yes","Yes","Yes","Giving","No","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","No","Me","Yes","No","Yes","Yes","No","Mysterious","No","No","Talk","Technology","Yes","No","No","Yes","No","Demanding","Yes","PC","Yes","Risk-friendly","No","Umm...","Yes","Socialize","No","Online","No","No","Yes","Yes","Yay people!","No","Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","Rent","Optimist","Mom","No","No","No","Yes","Check!","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No",3561,"Republican"
1996,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","No","No","No","No","Yes","Yes","Public","No","Yes","Yes","No","No","No","Yes","Art","Try first","No","Yes","Yes","No","Giving","Yes","Yes","Idealist","Yes","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","A.M.","Yes","End","Yes","No","Me","Yes","Yes","Yes","Yes","Yes","TMI","Yes","No","Talk","People","Yes","No","No","No","Yes","Supportive","Yes","PC","No","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","Own","Optimist","Dad","No","No","Yes","Yes","Check!","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","No",3562,"Republican"
1900,"Male","$50,000 - $74,999","Married (w/kids)","Doctoral Degree","No","No","No","Yes","Yes","Yes","Private","No","Yes","No","No","No","No","Yes","Science","Study first","No","No","No","Yes","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","Yes","No","TMI","Yes","Yes","Talk","People","Yes","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","No","Online","Yes","No","Yes","No","Yay people!","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",3564,"Republican"
1956,"Female","$75,000 - $100,000","Married (no kids)","Bachelor's Degree","No","No","No","No","No","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Study first","No","No","No","Yes","Giving","No","Yes","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","Start","No","No","Circumstances","Yes","Yes","No","No","Yes","Mysterious","No","Yes","Tunes","Technology","No","No","Yes","Yes","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Yes","No","Own","Optimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No",3565,"Republican"
1959,"Male","$100,001 - $150,000","Married (w/kids)","High School Diploma","No","No","No","Yes","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","No","Yes","No","No","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Circumstances","No","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","Yes","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","No","No","No","Yes","Yes","No","No","Yes","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","No","No","Yes","Yes","No","No","Yes","No","No","Yes",3566,"Republican"
1971,"Male","$50,000 - $74,999","Single (no kids)","High School Diploma","No","Yes","No","Yes","No","No","Public","No","No","No","Yes","No","No","Yes","Art","Study first","Yes","No","No","No","Giving","No","Yes","Pragmatist","No","Yes","Hot headed","Odd hours","No","Right","Yes","No","No","Yes","P.M.","Yes","Start","Yes","Yes","Me","No","No","No","Yes","No","TMI","No","No","Talk","People","No","Yes","Yes","No","No","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","No","Yes","Grrr people","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","Own","Pessimist","Dad","No","Yes","Yes","No","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",3567,"Republican"
1992,"Female","over $150,000","Single (no kids)","Current Undergraduate","Yes","Yes","Yes","No","No","No","Private","Yes","No","No","No","Yes","Yes","Yes","Science","Try first","No","No","No","No","Giving","Yes","Yes","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","No","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","No","No","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","No","Yes","Yes","No","Grrr people","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","Own","Optimist","Mom","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","No",3568,"Republican"
