"USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","Party"
4081,1988,"Male","$75,000 - $100,000","Married (no kids)","Bachelor's Degree","","","","","","","","","Yes","No","","","","","","","No","Yes","No","No","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","","","","","Yes","End","Yes","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","No","Talk","Technology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","No","No","Rent","","","No","","","","","","Yes","No","Yes","","","Yes","No","","","Republican"
4082,1966,"Male","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","","","No","","","","","No","Yes","No","No","","Yes","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","No","No","","","","","No","Mac","","Risk-friendly","","Umm...","No","Socialize","No","","","","","No","Yay people!","Yes","","","","","","","","Yes","","Yes","","","Optimist","Dad","","Yes","Yes","","","","","No","Yes","Yes","","Yes","Yes","","No","Republican"
4083,1990,"Male","$25,001 - $50,000","Married (no kids)","Associate's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Democrat"
4084,1997,"Female","$75,000 - $100,000","Single (no kids)","Current K-12","No","","","","","Yes","Public","Yes","No","No","","Yes","Yes","Yes","Art","","No","","No","No","Giving","No","Yes","","","Yes","Cool headed","Standard hours","No","Happy","Yes","No","No","No","","Yes","Start","Yes","No","","","Yes","Yes","No","","","","","","","Yes","Yes","","No","No","Supportive","No","","Yes","Cautious","No","Yes!","No","Socialize","Yes","In-person","","No","Yes","No","Grrr people","","No","Yes","No","","Yes","","Yes","No","","Yes","No","","Optimist","Mom","No","Yes","Yes","Yes","","","","","","","No","Yes","","Yes","","Democrat"
4087,1961,"Female","over $150,000","Married (w/kids)","Bachelor's Degree","","","","","No","No","Public","","","","","","","","","","","","","","","","No","","","","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","Start","Yes","No","Circumstances","No","Yes","No","","Yes","Mysterious","No","No","","People","","","","","","","","","","","","","","","","","","","","","","Yes","No","Yes","No","Yes","Yes","No","","","","","","","","","","Yes","Yes","","","","","","","No","Yes","Yes","Yes","No","","Democrat"
4088,1993,"Male","under $25,000","Single (no kids)","High School Diploma","","No","No","Yes","No","Yes","Public","Yes","No","No","No","No","No","Yes","Science","Try first","Yes","No","No","No","Giving","Yes","No","","No","No","Cool headed","Odd hours","No","Happy","No","Yes","Yes","No","A.M.","Yes","Start","Yes","No","Me","No","No","Yes","No","No","Mysterious","No","No","Tunes","People","No","No","No","No","No","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","Yes","In-person","No","No","No","Yes","Grrr people","Yes","No","No","No","","Yes","No","Yes","No","No","Yes","Yes","Rent","Optimist","Dad","No","No","No","Yes","Nope","No","No","No","Yes","No","Yes","Yes","Yes","No","Yes","Republican"
4089,1972,"Female","$50,000 - $74,999","Single (no kids)","Master's Degree","","","","","","","","Yes","Yes","No","No","Yes","Yes","Yes","Art","Study first","Yes","No","Yes","Yes","Giving","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Democrat"
4090,1985,"Male","$25,001 - $50,000","Single (no kids)","Current Undergraduate","No","No","No","No","No","No","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","No","No","No","Giving","Yes","No","Pragmatist","No","No","Hot headed","","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Me","Yes","Yes","Yes","Yes","No","","Yes","No","Tunes","Technology","","Yes","Yes","No","No","","Yes","PC","No","Cautious","Yes","Umm...","No","Space","Yes","Online","No","No","Yes","No","Grrr people","No","No","Yes","No","No","No","No","No","Yes","No","No","No","Rent","Pessimist","Dad","No","Yes","No","","Nope","Yes","No","No","Yes","No","","Yes","No","No","Yes","Democrat"
4091,1994,"Female","$75,000 - $100,000","Single (no kids)","Current Undergraduate","","","","","","","","No","Yes","No","Yes","Yes","No","Yes","","Study first","No","","","No","Giving","No","No","Pragmatist","","Yes","","","No","","","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Circumstances","","","","","","","","","","","No","Yes","Yes","No","Yes","","Yes","PC","","Cautious","","Umm...","No","Space","Yes","In-person","","No","","","Grrr people","No","No","No","Yes","Yes","Yes","Yes","No","","No","Yes","Yes","Rent","Pessimist","Dad","No","No","Yes","Yes","Nope","Yes","Yes","No","Yes","","","","","","No","Republican"
4092,1995,"Male","over $150,000","Single (no kids)","Current K-12","","","","","","","","","","","Yes","No","Yes","Yes","Science","","Yes","","Yes","","Giving","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Democrat"
4093,1992,"Male","under $25,000","Single (no kids)","Current Undergraduate","","","No","","Yes","Yes","Public","No","Yes","No","Yes","Yes","","","","Study first","No","No","Yes","Yes","Giving","Yes","Yes","Idealist","No","No","Hot headed","Standard hours","No","Happy","No","Yes","No","Yes","P.M.","","Start","","","Circumstances","Yes","No","Yes","Yes","No","TMI","Yes","","Tunes","Technology","No","Yes","Yes","No","No","","No","Mac","Yes","Risk-friendly","Yes","Umm...","No","Space","Yes","In-person","No","No","Yes","No","Yay people!","No","No","No","Yes","","","Yes","No","No","No","No","Yes","Rent","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Democrat"
4097,1991,"Male","$50,000 - $74,999","Single (no kids)","High School Diploma","","Yes","","","No","Yes","Public","No","Yes","","Yes","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","Yes","Receiving","No","No","Idealist","Yes","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","No","End","Yes","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","Yes","","Tunes","People","No","Yes","Yes","No","No","Demanding","Yes","PC","Yes","Risk-friendly","No","Yes!","Yes","Socialize","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","","","No","No","No","No","No","","","","","","","","","Yes","No","Yes","Nope","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","Democrat"
4098,1992,"Male","under $25,000","Single (no kids)","Current Undergraduate","","","","","","","","","","","","","","Yes","Art","","","","Yes","Yes","","Yes","","","","","","","","","","Yes","","No","P.M.","","","","","","","No","","","No","TMI","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","","Yes","","","","","No","","","","","","","","","","","","","No","","","","Yes","","","Republican"
4099,1993,"Female","under $25,000","Single (no kids)","Current Undergraduate","","","","","","","","","Yes","No","Yes","Yes","No","Yes","Art","Study first","Yes","No","No","No","Giving","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","No","Yes","","","","","","","","","","","","","","","","","","","","","","","","Republican"
4101,1997,"Male","over $150,000","Single (no kids)","Current K-12","","","","","","","","","","","Yes","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Supportive","Yes","Mac","","","","","No","","","In-person","No","","","Yes","Yay people!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Republican"
4102,1997,"Male","under $25,000","Single (no kids)","High School Diploma","No","No","No","No","No","","Private","No","No","Yes","","No","","Yes","Science","","","","No","","","Yes","Yes","Pragmatist","No","No","","Standard hours","","","No","","No","Yes","P.M.","No","Start","No","No","Circumstances","","Yes","Yes","","No","Mysterious","No","No","Tunes","People","No","No","Yes","","","Supportive","No","PC","No","Cautious","","Umm...","","Space","","In-person","No","No","No","Yes","Grrr people","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","","Pessimist","","No","","","Yes","Nope","","No","","","No","No","Yes","No","No","","Democrat"
4103,1972,"Female","over $150,000","Single (w/kids)","High School Diploma","","No","No","No","No","Yes","Public","No","No","Yes","No","Yes","No","Yes","Science","Try first","No","No","No","Yes","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","Yes","Circumstances","No","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","People","Yes","No","Yes","Yes","No","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","Yes","Socialize","No","Online","No","Yes","Yes","Yes","Grrr people","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Rent","Optimist","Mom","Yes","No","Yes","Yes","Check!","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Republican"
4104,1995,"Female","$25,001 - $50,000","Single (no kids)","Current Undergraduate","No","No","No","No","Yes","Yes","Public","No","Yes","Yes","Yes","Yes","Yes","Yes","Science","Try first","Yes","No","Yes","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","No","Start","Yes","No","Circumstances","Yes","No","No","No","No","Mysterious","No","No","Tunes","People","No","No","Yes","No","Yes","Supportive","Yes","PC","Yes","Cautious","No","Yes!","Yes","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Own","Optimist","Dad","No","No","Yes","Yes","Nope","No","No","No","Yes","Yes","No","Only-child","Yes","No","No","Democrat"
4106,1995,"Male","under $25,000","Single (no kids)","Current K-12","Yes","","No","No","Yes","","Public","No","No","Yes","No","Yes","Yes","Yes","Science","","Yes","No","No","No","Giving","Yes","Yes","Idealist","No","Yes","Cool headed","Standard hours","","Happy","No","No","No","Yes","P.M.","","End","","Yes","Circumstances","Yes","No","Yes","No","No","TMI","No","No","Tunes","People","No","Yes","No","No","No","Demanding","Yes","PC","Yes","Risk-friendly","No","Umm...","No","Socialize","Yes","In-person","No","No","No","No","Yay people!","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Own","Pessimist","Mom","No","Yes","Yes","Yes","Nope","No","No","No","No","No","Yes","Yes","Yes","No","No","Republican"
4108,1993,"Male","over $150,000","Single (no kids)","Current Undergraduate","","Yes","No","No","No","Yes","Private","","Yes","Yes","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","No","Giving","No","Yes","","Yes","Yes","Hot headed","Odd hours","Yes","Right","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","","No","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","","Yes","","No","Demanding","","Mac","","Cautious","No","Umm...","","Space","Yes","In-person","No","","No","Yes","Grrr people","No","","Yes","No","Yes","Yes","No","","Yes","","No","No","Rent","Optimist","Dad","No","Yes","Yes","Yes","Nope","No","No","No","Yes","Yes","No","Yes","","No","No","Democrat"
4109,1964,"Female","$75,000 - $100,000","Single (no kids)","Doctoral Degree","","","No","Yes","No","Yes","Public","No","Yes","No","No","No","","","","Try first","Yes","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","Yes","No","","","No","","","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","No","Yes","No","Mysterious","Yes","No","Talk","People","No","Yes","Yes","No","Yes","Demanding","No","Mac","Yes","Cautious","Yes","Umm...","No","Space","No","Online","No","No","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Own","","","","","","","","","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","Democrat"
4110,1964,"Female","$50,000 - $74,999","Single (no kids)","Associate's Degree","Yes","","No","","","","","","No","No","","","","Yes","Art","","","","No","No","","Yes","No","Pragmatist","Yes","","Cool headed","Odd hours","Yes","","No","Yes","No","No","P.M.","","Start","","","","Yes","Yes","No","Yes","No","TMI","Yes","Yes","","","Yes","Yes","No","Yes","","Supportive","No","Mac","Yes","Risk-friendly","Yes","Yes!","No","Socialize","No","In-person","Yes","No","","No","Grrr people","Yes","No","No","No","Yes","No","Yes","Yes","No","No","Yes","","Rent","Pessimist","Mom","","","","No","","","","","Yes","","","","","","Yes","Democrat"
4111,1990,"Male","$25,001 - $50,000","Single (no kids)","High School Diploma","","Yes","","Yes","No","No","Public","No","No","No","","Yes","No","","","Try first","","","Yes","Yes","Giving","Yes","No","Idealist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","","","","","Yes","End","Yes","No","Me","Yes","No","No","Yes","No","TMI","No","No","Talk","People","Yes","Yes","No","No","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","Online","Yes","No","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Republican"
4112,1998,"Male","under $25,000","Single (no kids)","Current K-12","","No","Yes","No","","","","","","","No","No","","","Art","","","","","","","","","","","","","","","","","","","","","No","Start","Yes","No","Circumstances","Yes","No","No","No","No","TMI","No","No","Talk","People","No","","","","","Supportive","No","PC","","","","","","","","In-person","No","","","Yes","Yay people!","No","No","Yes","No","No","No","Yes","Yes","No","No","Yes","No","Own","Optimist","Mom","No","No","Yes","No","Nope","Yes","No","No","No","Yes","No","Yes","No","No","Yes","Democrat"
4113,1983,"Male","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","No","Yes","No","Yes","Yes","No","Public","No","No","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","No","Yes","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Republican"
4114,1991,"Female","under $25,000","Single (no kids)","High School Diploma","Yes","Yes","No","Yes","No","Yes","Public","Yes","Yes","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Republican"
4115,1972,"Female","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","","No","No","No","No","No","Private","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","No","Giving","No","Yes","Idealist","No","No","Hot headed","Standard hours","Yes","Happy","No","Yes","Yes","No","A.M.","Yes","Start","Yes","No","Circumstances","No","No","No","Yes","No","TMI","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Socialize","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","No","No","Yes","No","Yes","No","No","Yes","No","No","Own","Pessimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","Democrat"
4117,1964,"Male","over $150,000","Married (w/kids)","Doctoral Degree","Yes","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","No","Yes","","Art","Try first","No","Yes","Yes","Yes","Giving","Yes","No","Idealist","Yes","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","","Start","Yes","No","Circumstances","Yes","No","Yes","Yes","No","Mysterious","Yes","Yes","","","","Yes","Yes","No","Yes","Demanding","No","Mac","No","Risk-friendly","Yes","Umm...","No","Socialize","No","In-person","No","No","Yes","Yes","Yay people!","Yes","Yes","No","Yes","Yes","Yes","","","","No","Yes","","Own","Optimist","Mom","No","","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","","Democrat"
4119,1985,"Male","under $25,000","Single (no kids)","Bachelor's Degree","No","Yes","No","No","Yes","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","Yes","No","No","Yes","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Odd hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","Yes","Yes","TMI","Yes","No","Tunes","Technology","Yes","Yes","Yes","No","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","Online","Yes","No","No","Yes","Yay people!","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","No","Rent","Pessimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","Democrat"
4121,1990,"Female","under $25,000","Single (no kids)","Doctoral Degree","No","Yes","No","No","No","Yes","Public","No","Yes","No","No","No","Yes","Yes","Science","Try first","No","Yes","Yes","No","Giving","No","No","Pragmatist","No","No","Hot headed","Odd hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","No","Circumstances","No","No","No","Yes","","","No","Yes","Tunes","People","Yes","Yes","Yes","Yes","Yes","Supportive","No","Mac","No","Cautious","Yes","Umm...","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Grrr people","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Democrat"
4122,1998,"Male","$100,001 - $150,000","Single (no kids)","Current Undergraduate","No","Yes","No","Yes","No","Yes","Private","No","Yes","No","No","Yes","Yes","Yes","Science","Try first","Yes","No","Yes","No","Receiving","Yes","No","Idealist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","No","No","Yes","P.M.","Yes","End","Yes","Yes","Me","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","People","Yes","No","Yes","No","No","Supportive","No","PC","No","Risk-friendly","No","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","Rent","Optimist","Dad","No","No","No","Yes","Nope","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Republican"
4124,1993,"Female","$100,001 - $150,000","Single (no kids)","Current Undergraduate","","","","","","","","","","","","","","","","Study first","No","No","","","","","No","Idealist","Yes","Yes","Cool headed","Odd hours","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PC","","","Yes","","No","","Yes","In-person","Yes","No","Yes","","","","No","","Yes","","Yes","No","No","No","","No","","","","Mom","","","Yes","Yes","","","No","No","Yes","Yes","No","Yes","Yes","","","Democrat"
4126,1994,"Female","under $25,000","Single (no kids)","Current Undergraduate","","","","","","","","","","","","","","","","","","","","","","","Yes","Idealist","Yes","No","Hot headed","Odd hours","No","Right","Yes","No","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","","","","","","","","","","","","Yes","Yes","No","No","Demanding","Yes","PC","","","","","","","","","","","","","","No","No","Yes","Yes","No","No","No","","Yes","Yes","No","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Only-child","Yes","Yes","Yes","Democrat"
4127,1990,"Male","$25,001 - $50,000","Single (no kids)","Master's Degree","No","No","No","No","No","Yes","Private","No","Yes","No","No","No","Yes","Yes","Science","Try first","No","No","No","No","Giving","Yes","No","Pragmatist","No","No","Hot headed","Odd hours","Yes","Right","Yes","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","Yes","No","Mysterious","Yes","No","Tunes","Technology","Yes","Yes","Yes","Yes","Yes","Supportive","Yes","PC","No","Cautious","No","Umm...","No","Space","Yes","Online","No","Yes","Yes","Yes","Grrr people","Yes","No","No","No","No","Yes","No","No","No","No","No","No","Own","Pessimist","Mom","No","Yes","No","No","Nope","No","No","No","No","Yes","No","Yes","No","Yes","No","Republican"
4128,1950,"Female","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Yes","No","No","Yes","Yes","Yes","Public","No","Yes","No","No","No","No","Yes","Art","Try first","Yes","Yes","No","No","Giving","Yes","Yes","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Happy","No","Yes","No","Yes","P.M.","","","","","","","","","","","","No","","Talk","People","Yes","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Yes!","Yes","Space","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","No","Yes","Yes","Yes","Yes","No","Only-child","No","Yes","No","Democrat"
4129,1982,"Male","$25,001 - $50,000","Married (w/kids)","High School Diploma","Yes","No","No","Yes","Yes","Yes","Public","No","Yes","No","","","No","Yes","Art","Study first","Yes","Yes","Yes","No","Giving","No","Yes","Idealist","No","","Cool headed","Odd hours","Yes","Right","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","Yes","Me","No","No","Yes","","No","TMI","No","No","Talk","People","Yes","Yes","Yes","No","No","Demanding","Yes","Mac","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","Yes","Yes","No","Yay people!","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Own","Optimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Republican"
4131,1991,"Male","over $150,000","Single (no kids)","Bachelor's Degree","","","No","","","Yes","Public","","Yes","No","","Yes","","Yes","Science","Study first","","","","","Giving","","Yes","","","","Cool headed","Odd hours","","Happy","Yes","","No","","P.M.","No","End","","No","","Yes","Yes","No","Yes","No","Mysterious","No","","Tunes","People","","No","","Yes","No","Supportive","","PC","","","No","","No","","No","In-person","No","No","Yes","","","","No","Yes","No","No","Yes","","Yes","No","No","No","No","Rent","","Dad","","No","No","Yes","","Yes","No","Yes","Yes","Yes","","Yes","Yes","No","No","Republican"
4132,1958,"Male","over $150,000","Married (w/kids)","Doctoral Degree","","Yes","No","Yes","No","Yes","Public","No","Yes","No","No","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Right","No","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","Technology","Yes","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","No","Own","Pessimist","Mom","Yes","No","No","Yes","Check!","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Democrat"
4133,1997,"Male","over $150,000","Single (no kids)","Current K-12","Yes","Yes","","No","","","","","","","","","","","","Study first","","","","Yes","Receiving","No","No","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","No","Yes","","","","","Start","","No","Me","","No","No","Yes","No","Mysterious","No","Yes","Tunes","Technology","Yes","","","","","","","","","","","","No","","","Online","No","No","Yes","Yes","Grrr people","","Yes","","","","Yes","Yes","No","","","","","Own","Pessimist","Dad","","No","Yes","Yes","Nope","","No","No","Yes","Yes","No","Yes","Yes","Yes","","Republican"
4134,1995,"Female","$100,001 - $150,000","Single (no kids)","Current K-12","Yes","No","No","No","No","No","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","No","Yes","No","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes","Republican"
4135,1997,"Male","over $150,000","Single (no kids)","Current K-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","No","No","Yes","Yes","No","Yes","No","Yes","No","Own","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Republican"
4138,1998,"Male","under $25,000","Single (no kids)","Current K-12","","","","","","","","","No","No","No","No","Yes","Yes","Science","Try first","Yes","No","","No","Giving","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Republican"
4139,1997,"Male","$50,000 - $74,999","Single (no kids)","Current K-12","Yes","No","No","No","No","No","Public","No","No","Yes","Yes","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","Yes","Receiving","No","Yes","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","No","No","No","P.M.","Yes","End","Yes","Yes","Circumstances","No","No","No","Yes","No","Mysterious","No","Yes","Tunes","People","Yes","Yes","Yes","Yes","Yes","Supportive","Yes","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","No","No","No","Yes","No","No","No","No","No","Own","Pessimist","Dad","Yes","No","Yes","Yes","Nope","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Republican"
4140,1998,"Female","under $25,000","Single (no kids)","Current K-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","Yes","","","","","Mysterious","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Democrat"
4141,1989,"Female","$25,001 - $50,000","Single (no kids)","Current Undergraduate","","Yes","No","Yes","Yes","No","Public","Yes","Yes","No","Yes","No","Yes","No","Art","Study first","No","Yes","Yes","Yes","Giving","Yes","","","","","Hot headed","Odd hours","No","Right","Yes","No","Yes","Yes","A.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","Yes","No","TMI","No","Yes","Talk","Technology","Yes","No","Yes","Yes","No","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Rent","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Democrat"
4142,1990,"Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","","","","","","","","","","","Yes","No","Yes","Yes","Art","","Yes","Yes","","Yes","Giving","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Democrat"
