ID,Team.Name,Public.Score,Public.Rank,Private.Score,Private.Rank,Delta.Score,Delta.Rank
876,Vaibhav,0.63362,1237,0.63218,875,-0.00144,-362
877,Gail V.,0.63793,946,0.63218,876,-0.00575,-70
878,Ahamed Irshad,0.62931,1709,0.63218,877,0.00287,-832
879,RincONE,0.62931,1548,0.63218,878,0.00287,-670
880,praffulpatle,0.64224,682,0.63218,879,-0.01006,197
881,Anqi Zhao,0.63218,1366,0.63218,880,0.00000,-486
882,Rodrigo Diaz Salinas,0.62787,1820,0.63218,881,0.00431,-939
883,Mayank,0.63649,1066,0.63218,882,-0.00431,-184
884,Sergey K.,0.64943,311,0.63218,883,-0.01725,572
885,IliasPan,0.63362,1250,0.63218,884,-0.00144,-366
886,DataRovers,0.64799,406,0.63218,885,-0.01581,479
887,Maxence BUNEL,0.63362,1244,0.63218,886,-0.00144,-358
888,J_Hanke,0.64080,776,0.63218,887,-0.00862,111
889,Daniel,0.62787,1829,0.63218,888,0.00431,-941
890,EugeneRthl,0.64080,742,0.63218,889,-0.00862,147
891,Snails,0.63937,777,0.63075,890,-0.00862,113
892,Ole Frederiksen,0.63362,1187,0.63075,891,-0.00287,-296
893,ASwaving,0.62931,1480,0.63075,892,0.00144,-588
894,JeffVanWagoner,0.63506,1069,0.63075,893,-0.00431,-176
895,Ratish,0.63937,780,0.63075,894,-0.00862,114
896,royswkr,0.63075,1384,0.63075,895,0.00000,-489
897,Jochen Guenther,0.63075,1390,0.63075,896,0.00000,-494
898,JeremiaMamola,0.64799,356,0.63075,897,-0.01724,541
899,Yao Zhang,0.64655,425,0.63075,898,-0.01580,473
900,PaulVbl,0.63362,1173,0.63075,899,-0.00287,-274
901,CammyLawrence,0.63075,1395,0.63075,900,0.00000,-495
902,eddh,0.63937,789,0.63075,901,-0.00862,112
903,aqz,0.62500,1928,0.63075,902,0.00575,-1026
904,Melanie Garber,0.64511,481,0.63075,903,-0.01436,422
905,Adeel,0.64943,318,0.63075,904,-0.01868,586
906,RaymundGomez,0.63075,1385,0.63075,905,0.00000,-480
907,MaximKiyan,0.63649,981,0.63075,906,-0.00574,-75
908,GeethanjaliH.R,0.65374,166,0.63075,907,-0.02299,741
909,Parsons,0.64080,711,0.63075,908,-0.01005,197
910,DixitAditya,0.63937,786,0.63075,909,-0.00862,123
911,graskaas,0.63649,990,0.63075,910,-0.00574,-80
912,Kenneth Ho,0.63506,1099,0.63075,911,-0.00431,-188
913,yuanting,0.66236,71,0.63075,912,-0.03161,841
914,shyamKumar,0.64368,560,0.63075,913,-0.01293,353
915,AnnaS85,0.65230,216,0.63075,914,-0.02155,698
916,buzzman87,0.64511,495,0.63075,915,-0.01436,420
917,remi,0.62931,1588,0.63075,916,0.00144,-672
918,BinuAgrawal,0.63937,812,0.63075,917,-0.00862,105
919,yumin,0.64511,484,0.63075,918,-0.01436,434
920,David A. Coker,0.64080,706,0.63075,919,-0.01005,213
921,Monte,0.63218,1304,0.63075,920,-0.00143,-384
922,ISABEL CARBALLO,0.63649,1062,0.63075,921,-0.00574,-141
923,matti,0.60776,2528,0.63075,922,0.02299,-1606
924,afbm,0.63506,1109,0.63075,923,-0.00431,-186
925,JoeDemby,0.62931,1630,0.63075,924,0.00144,-706
926,NOP,0.63937,821,0.63075,925,-0.00862,104
927,RicardoR.Segovia,0.62787,1763,0.63075,926,0.00288,-837
928,Roy Murphy,0.63793,907,0.63075,927,-0.00718,20
929,ElenaTofanyuk,0.64511,501,0.63075,928,-0.01436,427
930,RavikiranTata,0.62931,1555,0.63075,929,0.00144,-626
931,vasilisnikolaou,0.65230,223,0.63075,930,-0.02155,707
932,EspartacoCamero,0.61925,2214,0.63075,931,0.01150,-1283
933,Frank,0.64655,462,0.63075,932,-0.01580,470
934,Andres Oliveros,0.63362,1203,0.63075,933,-0.00287,-270
935,BRTVDS,0.63506,1118,0.63075,934,-0.00431,-184
936,igor panivko,0.63937,831,0.63075,935,-0.00862,104
937,soliloquy,0.62356,2035,0.63075,936,0.00719,-1099
938,TranAnhNgan,0.61925,2357,0.63075,937,0.01150,-1420
939,AlimVisram,0.64511,516,0.63075,938,-0.01436,422
940,datadavidz,0.64224,651,0.63075,939,-0.01149,288
941,tulipan,0.62069,2112,0.63075,940,0.01006,-1172
942,Peter Ip,0.65374,190,0.63075,941,-0.02299,751
943,Paniagua,0.62787,1805,0.63075,942,0.00288,-863
944,elaine,0.64080,748,0.63075,943,-0.01005,195
945,EnttäuschtesKind,0.64368,578,0.63075,944,-0.01293,366
946,_sas,0.64799,389,0.63075,945,-0.01724,556
947,Johann L.,0.63218,1343,0.63075,946,-0.00143,-397
948,MicheleBaranzika,0.63362,1219,0.63075,947,-0.00287,-272
949,DanilodaSilva,0.64368,575,0.63075,948,-0.01293,373
950,Annasamy R,0.63362,1222,0.63075,949,-0.00287,-273
951,SelloMotaung,0.61494,2455,0.63075,950,0.01581,-1505
952,mbortolotti,0.63075,1445,0.63075,951,0.00000,-494
953,David,0.63506,1137,0.63075,952,-0.00431,-185
954,GautFab,0.63075,1446,0.63075,953,0.00000,-493
955,JudyCarnali,0.63793,947,0.63075,954,-0.00718,7
956,JackSmith,0.62356,2029,0.63075,955,0.00719,-1074
957,Orion,0.63793,950,0.63075,956,-0.00718,6
958,Debapratim Dutta,0.64368,580,0.63075,957,-0.01293,377
959,BlessingOkeke,0.64080,718,0.63075,958,-0.01005,240
960,VictoriaZHANG,0.62931,1736,0.63075,959,0.00144,-777
961,Casper,0.61925,2361,0.63075,960,0.01150,-1401
962,SeldonVonNeumann,0.63649,1065,0.63075,961,-0.00574,-104
963,ShubhamSrivastava,0.63649,1046,0.63075,962,-0.00574,-84
964,Josefin,0.63937,867,0.63075,963,-0.00862,96
965,Martin 2,0.63506,1149,0.63075,964,-0.00431,-185
966,Jonathon Halvorson,0.62787,1825,0.63075,965,0.00288,-860
967,Layro,0.64511,521,0.63075,966,-0.01436,445
968,JoãoMonteiro,0.62644,1871,0.63075,967,0.00431,-904
969,SilviaSolis,0.62931,1697,0.63075,968,0.00144,-729
970,Krzysztof Popiolek,0.61063,2513,0.63075,969,0.02012,-1544
971,@MSBIguy,0.63649,1047,0.63075,970,-0.00574,-77
972,The Warrior,0.63362,1249,0.63075,971,-0.00287,-278
973,Iain,0.63075,1379,0.62931,972,-0.00144,-407
974,JohnBMD,0.62931,1476,0.62931,973,0.00000,-503
975,Chris Butterworth,0.65374,163,0.62931,974,-0.02443,811
976,MansiArora,0.63506,1075,0.62931,975,-0.00575,-100
977,Purush,0.63362,1163,0.62931,976,-0.00431,-187
978,Mostafa Khawas,0.63793,877,0.62931,977,-0.00862,100
979,AlfredoGoñi,0.63649,967,0.62931,978,-0.00718,11
980,SSShupe,0.62644,1836,0.62931,979,0.00287,-857
981,Manfred Zuber,0.63218,1257,0.62931,980,-0.00287,-277
982,Chris,0.62644,1837,0.62931,981,0.00287,-856
983,primaryobjects,0.64080,698,0.62931,982,-0.01149,284
984,AchalAgarwal,0.64799,354,0.62931,983,-0.01868,629
985,chchenus,0.64511,470,0.62931,984,-0.01580,514
986,atushi,0.62787,1764,0.62931,985,0.00144,-779
987,Engage2,0.61782,2389,0.62931,986,0.01149,-1403
988,kngtng,0.62356,1990,0.62931,987,0.00575,-1003
989,yizhu,0.63506,1079,0.62931,988,-0.00575,-91
990,John Sudds,0.65230,201,0.62931,989,-0.02299,788
991,DavidTonda,0.63218,1268,0.62931,990,-0.00287,-278
992,kstrenn,0.63218,1270,0.62931,991,-0.00287,-279
993,Yann Couderc,0.63506,1084,0.62931,992,-0.00575,-92
994,HelmutPirela,0.63075,1397,0.62931,993,-0.00144,-404
995,martko,0.62931,1655,0.62931,994,0.00000,-661
996,ecc2600,0.64368,548,0.62931,995,-0.01437,447
997,Viator,0.63793,885,0.62931,996,-0.00862,111
998,Yu Sheng Soon,0.62644,1847,0.62931,997,0.00287,-850
999,72usty,0.61925,2275,0.62931,998,0.01006,-1277
1000,ankitasingh17,0.65805,109,0.62931,999,-0.02874,890
1001,Nazario,0.62931,1560,0.62931,1000,0.00000,-560
1002,feeshee,0.63649,980,0.62931,1001,-0.00718,21
1003,MartinPetrov,0.62500,1920,0.62931,1002,0.00431,-918
1004,Robert Liu,0.62213,2046,0.62931,1003,0.00718,-1043
1005,Marky,0.62644,1851,0.62931,1004,0.00287,-847
1006,CHidalgo,0.62644,1858,0.62931,1005,0.00287,-853
1007,Stammler,0.63649,986,0.62931,1006,-0.00718,20
1008,Majid,0.63362,1169,0.62931,1007,-0.00431,-162
1009,wbf,0.61638,2427,0.62931,1008,0.01293,-1419
1010,Rosalie,0.63506,1100,0.62931,1009,-0.00575,-91
1011,RajKoem,0.63218,1294,0.62931,1010,-0.00287,-284
1012,Vivek Goyal,0.63793,894,0.62931,1011,-0.00862,117
1013,Pedro García Martínez,0.64799,371,0.62931,1012,-0.01868,641
1014,sanjeevj,0.64224,625,0.62931,1013,-0.01293,388
1015,GraMatt,0.62931,1589,0.62931,1014,0.00000,-575
1016,GregorySchreiter,0.63362,1188,0.62931,1015,-0.00431,-173
1017,The Display name field is required.,0.65230,202,0.62931,1016,-0.02299,814
1018,Edward Vanden Berghe,0.64224,627,0.62931,1017,-0.01293,390
1019,Ali Farrokhi,0.64224,676,0.62931,1018,-0.01293,342
1020,Emma ZQ,0.65230,212,0.62931,1019,-0.02299,807
1021,Mark Weste,0.62931,1559,0.62931,1020,0.00000,-539
1022,crescent,0.64224,629,0.62931,1021,-0.01293,392
1023,Hjardon,0.62787,1780,0.62931,1022,0.00144,-758
1024,Susan J.Pennington,0.63075,1441,0.62931,1023,-0.00144,-418
1025,UMADEVI V,0.63218,1274,0.62931,1024,-0.00287,-250
1026,JaeYungKwon,0.61638,2429,0.62931,1025,0.01293,-1404
1027,HongbinLi,0.62500,1946,0.62931,1026,0.00431,-920
1028,Dave,0.64368,561,0.62931,1027,-0.01437,466
1029,dipayan,0.64368,558,0.62931,1028,-0.01437,470
1030,Neil Stalker,0.62069,2084,0.62931,1029,0.00862,-1055
1031,AshokRaman,0.62787,1785,0.62931,1030,0.00144,-755
1032,Vivian,0.63937,820,0.62931,1031,-0.01006,211
1033,JoshMcKenney,0.64799,378,0.62931,1032,-0.01868,654
1034,MarcNewall,0.62787,1772,0.62931,1033,0.00144,-739
1035,Shrivatsan,0.62500,1944,0.62931,1034,0.00431,-910
1036,SatishSelvam,0.62356,2032,0.62931,1035,0.00575,-997
1037,Gabriel De Pierro,0.61782,2404,0.62931,1036,0.01149,-1368
1038,Hamish,0.61638,2431,0.62931,1037,0.01293,-1394
1039,EnriqueAiras,0.66810,33,0.62931,1038,-0.03879,1005
1040,Subramanian Iyer,0.63793,912,0.62931,1039,-0.00862,127
1041,UmairPervaizGill,0.64224,615,0.62931,1040,-0.01293,425
1042,santimbo,0.64224,602,0.62931,1041,-0.01293,439
1043,GuyAubin,0.62787,1791,0.62931,1042,0.00144,-749
1044,Kinga Puklo,0.63075,1415,0.62931,1043,-0.00144,-372
1045,DavidAlbrecht,0.64799,381,0.62931,1044,-0.01868,663
1046,alexnog,0.64080,737,0.62931,1045,-0.01149,308
1047,Robert Tedja,0.63793,908,0.62931,1046,-0.00862,138
1048,zzkiwizz,0.63075,1424,0.62931,1047,-0.00144,-377
1049,alpoza,0.63793,955,0.62931,1048,-0.00862,93
1050,sheelu mathew,0.65517,139,0.62931,1049,-0.02586,910
1051,Dionna,0.62644,1881,0.62931,1050,0.00287,-831
1052,James Weeks,0.63649,1020,0.62931,1051,-0.00718,31
1053,ZhexiongTang,0.63649,1021,0.62931,1052,-0.00718,31
1054,NujchareeHaswell,0.63218,1322,0.62931,1053,-0.00287,-269
1055,dodgervl,0.63506,1124,0.62931,1054,-0.00575,-70
1056,Jared Muhs,0.62356,2022,0.62931,1055,0.00575,-967
1057,Deepthi,0.64799,385,0.62931,1056,-0.01868,671
1058,RafikiXX,0.64224,678,0.62931,1057,-0.01293,379
1059,Mark IV,0.61925,2277,0.62931,1058,0.01006,-1219
1060,Aswin Jayan,0.60632,2544,0.62931,1059,0.02299,-1485
1061,VeronikaSteffens,0.63218,1325,0.62931,1060,-0.00287,-265
1062,Gerard Sanz,0.65086,276,0.62931,1061,-0.02155,785
1063,Anda Ziemele,0.62356,2026,0.62931,1062,0.00575,-964
1064,Sandra Encalada,0.61925,2267,0.62931,1063,0.01006,-1204
1065,caillou001,0.62931,1639,0.62931,1064,0.00000,-575
1066,JesseLynn,0.64799,387,0.62931,1065,-0.01868,678
1067,Ramprasad,0.63793,925,0.62931,1066,-0.00862,141
1068,Ambrish Kinariwala,0.65661,133,0.62931,1067,-0.02730,934
1069,GopalaKrishna 2,0.63362,1212,0.62931,1068,-0.00431,-144
1070,JasmineGoel,0.62069,2111,0.62931,1069,0.00862,-1042
1071,Kelvin.H,0.61925,2154,0.62931,1070,0.01006,-1084
1072,Mhedct,0.62069,2121,0.62931,1071,0.00862,-1050
1073,William Hill,0.63075,1434,0.62931,1072,-0.00144,-362
1074,CharityHilton,0.62644,1891,0.62931,1073,0.00287,-818
1075,Jean,0.63793,929,0.62931,1074,-0.00862,145
1076,LN,0.62356,2024,0.62931,1075,0.00575,-949
1077,VivekChaturvedi,0.61925,2280,0.62931,1076,0.01006,-1204
1078,MinChulKim,0.63075,1444,0.62931,1077,-0.00144,-367
1079,WojciechLoster,0.62931,1713,0.62931,1078,0.00000,-635
1080,Anton Itkin,0.64224,665,0.62931,1079,-0.01293,414
1081,ChristianHoffmann,0.62931,1663,0.62931,1080,0.00000,-583
1082,GreK,0.63937,850,0.62931,1081,-0.01006,231
1083,Krzysztof Bochenek,0.62069,2122,0.62931,1082,0.00862,-1040
1084,LP1973,0.63506,1130,0.62931,1083,-0.00575,-47
1085,pam19,0.65230,236,0.62931,1084,-0.02299,848
1086,Ricardo,0.64080,763,0.62931,1085,-0.01149,322
1087,Irina K.,0.63362,1229,0.62931,1086,-0.00431,-143
1088,RAusc,0.62931,1637,0.62931,1087,0.00000,-550
1089,Eliton Elias,0.64224,635,0.62931,1088,-0.01293,453
1090,DenisMonets,0.63506,1146,0.62931,1089,-0.00575,-57
1091,KJ,0.62931,1678,0.62931,1090,0.00000,-588
1092,RobertaCaldas,0.64224,673,0.62931,1091,-0.01293,418
1093,haas,0.64799,363,0.62931,1092,-0.01868,729
1094,Anil M,0.62787,1793,0.62931,1093,0.00144,-700
1095,Diego Zegarra-Ballon,0.61925,2351,0.62931,1094,0.01006,-1257
1096,ashkat,0.60489,2562,0.62931,1095,0.02442,-1467
1097,artfuldodger,0.62787,1817,0.62931,1096,0.00144,-721
1098,Shreyas Gowda,0.63218,1363,0.62931,1097,-0.00287,-266
1099,HaroldYap,0.62787,1818,0.62931,1098,0.00144,-720
1100,PSestak,0.63075,1454,0.62931,1099,-0.00144,-355
1101,jbuzza,0.61494,2459,0.62931,1100,0.01437,-1359
1102,Sriram Sundar,0.64655,458,0.62931,1101,-0.01724,643
1103,Murugan,0.66092,83,0.62931,1102,-0.03161,1019
1104,Ankita Kharbanda,0.61925,2369,0.62931,1103,0.01006,-1266
1105,Salman Ahmed,0.64655,460,0.62931,1104,-0.01724,644
1106,SiyingLiu,0.63937,869,0.62931,1105,-0.01006,236
1107,mmaldonado,0.65661,136,0.62931,1106,-0.02730,970
1108,benn333,0.63075,1461,0.62931,1107,-0.00144,-354
1109,Julie Craze,0.64368,593,0.62931,1108,-0.01437,515
1110,Greg Giles,0.63218,1255,0.62787,1109,-0.00431,-146
1111,CosmoKramer,0.63937,782,0.62787,1110,-0.01150,328
1112,sjw99,0.62931,1496,0.62787,1111,-0.00144,-385
1113,sumbat,0.61925,2161,0.62787,1112,0.00862,-1049
1114,Piotrr,0.63075,1389,0.62787,1113,-0.00288,-276
1115,Katema,0.64368,546,0.62787,1114,-0.01581,568
1116,skoegl,0.63649,1017,0.62787,1115,-0.00862,98
1117,LarsVDL,0.64224,607,0.62787,1116,-0.01437,509
1118,KikiMeow,0.62644,1839,0.62787,1117,0.00143,-722
1119,Suphajak,0.63218,1367,0.62787,1118,-0.00431,-249
1120,gjulien,0.63506,1081,0.62787,1119,-0.00719,38
1121,KrishnaPuranik,0.64511,476,0.62787,1120,-0.01724,644
1122,Alex X,0.61925,2186,0.62787,1121,0.00862,-1065
1123,JeanLucB,0.62787,1767,0.62787,1122,0.00000,-645
1124,PraneethBobba,0.63506,1089,0.62787,1123,-0.00719,34
1125,TheRevanchist,0.63793,889,0.62787,1124,-0.01006,235
1126,Mymydoc,0.63362,1170,0.62787,1125,-0.00575,-45
1127,timboalogo,0.63793,890,0.62787,1126,-0.01006,236
1128,YouarajUprety,0.62644,1849,0.62787,1127,0.00143,-722
1129,lizardGreen,0.65086,255,0.62787,1128,-0.02299,873
1130,Alex Slusarenko,0.63649,983,0.62787,1129,-0.00862,146
1131,AndrésMoreira,0.62500,1979,0.62787,1130,0.00287,-849
1132,MiguelCortinasMartinez,0.65374,168,0.62787,1131,-0.02587,963
1133,wohckmyar,0.64224,617,0.62787,1132,-0.01437,515
1134,chbloe,0.63218,1286,0.62787,1133,-0.00431,-153
1135,amolthakre,0.66092,78,0.62787,1134,-0.03305,1056
1136,AmoguUkairo,0.62069,2097,0.62787,1135,0.00718,-962
1137,shrutigoel,0.63362,1186,0.62787,1136,-0.00575,-50
1138,Ananth Prakash J,0.63937,800,0.62787,1137,-0.01150,337
1139,Francesco,0.66236,60,0.62787,1138,-0.03449,1078
1140,gleeuwen,0.64511,490,0.62787,1139,-0.01724,649
1141,Carlos Mira,0.65230,210,0.62787,1140,-0.02443,930
1142,julien.ag,0.62931,1631,0.62787,1141,-0.00144,-490
1143,thinkahead,0.64655,424,0.62787,1142,-0.01868,718
1144,VincentLin,0.61638,2428,0.62787,1143,0.01149,-1285
1145,chaitanyavarma,0.64655,431,0.62787,1144,-0.01868,713
1146,TonyDaou,0.63649,996,0.62787,1145,-0.00862,149
1147,Steef-JanWiggers,0.64080,717,0.62787,1146,-0.01293,429
1148,wullewatz,0.64511,496,0.62787,1147,-0.01724,651
1149,Andrew Rogers,0.63793,899,0.62787,1148,-0.01006,249
1150,vm2006,0.62931,1607,0.62787,1149,-0.00144,-458
1151,Avineil Jain,0.62644,1853,0.62787,1150,0.00143,-703
1152,CristianOspinaGranados,0.63506,1114,0.62787,1151,-0.00719,37
1153,Christian 2,0.63793,919,0.62787,1152,-0.01006,233
1154,CaylaHarrison,0.62931,1647,0.62787,1153,-0.00144,-494
1155,Mariano F,0.62069,2106,0.62787,1154,0.00718,-952
1156,dead,0.63649,979,0.62787,1155,-0.00862,176
1157,Thomas,0.62931,1652,0.62787,1156,-0.00144,-496
1158,SanjayKankaria,0.62931,1673,0.62787,1157,-0.00144,-516
1159,Rachael_V,0.64080,728,0.62787,1158,-0.01293,430
1160,HareshGolani,0.62931,1675,0.62787,1159,-0.00144,-516
1161,NishantUdavant,0.63937,832,0.62787,1160,-0.01150,328
1162,Stephan de Goede,0.62931,1684,0.62787,1161,-0.00144,-523
1163,tcoin,0.61925,2248,0.62787,1162,0.00862,-1086
1164,Anirudh 2,0.64368,570,0.62787,1163,-0.01581,593
1165,Gonneke,0.64799,402,0.62787,1164,-0.02012,762
1166,PaulJ,0.63075,1436,0.62787,1165,-0.00288,-271
1167,hlkwok,0.64368,573,0.62787,1166,-0.01581,593
1168,athaumaturge,0.63362,1210,0.62787,1167,-0.00575,-43
1169,TengYuanChang,0.61925,2313,0.62787,1168,0.00862,-1145
1170,Machinehead,0.64799,384,0.62787,1169,-0.02012,785
1171,DonaldStanton,0.66092,80,0.62787,1170,-0.03305,1090
1172,TariqAlmagrami,0.62213,2069,0.62787,1171,0.00574,-898
1173,Tony Bizios,0.64368,588,0.62787,1172,-0.01581,584
1174,MartyRnrd,0.64224,666,0.62787,1173,-0.01437,507
1175,Fabio Utzig,0.62644,1896,0.62787,1174,0.00143,-722
1176,MadSci,0.62787,1813,0.62787,1175,0.00000,-638
1177,Roman 2,0.63649,1051,0.62787,1176,-0.00862,125
1178,drvinti,0.62356,2033,0.62787,1177,0.00431,-856
1179,YossiTamari,0.63075,1447,0.62787,1178,-0.00288,-269
1180,asadurrohman,0.62787,1796,0.62787,1179,0.00000,-617
1181,K-Data,0.63506,1158,0.62787,1180,-0.00719,22
1182,rws 3rd,0.63218,1353,0.62787,1181,-0.00431,-172
1183,tengawa,0.63506,1138,0.62787,1182,-0.00719,44
1184,Hukumbaid,0.63075,1449,0.62787,1183,-0.00288,-266
1185,ZacFieroh,0.65086,284,0.62787,1184,-0.02299,900
1186,HectorMartinez,0.63362,1233,0.62787,1185,-0.00575,-48
1187,JalajDesai,0.65086,287,0.62787,1186,-0.02299,899
1188,Elsa,0.61063,2511,0.62787,1187,0.01724,-1324
1189,Pank2210,0.63362,1238,0.62787,1188,-0.00575,-50
1190,El-Hachemi,0.62356,2010,0.62787,1189,0.00431,-821
1191,michaellesnie,0.63937,840,0.62787,1190,-0.01150,350
1192,GeethanjaliH.R 2,0.64655,457,0.62787,1191,-0.01868,734
1193,ChhandakTarafdar,0.64080,755,0.62787,1192,-0.01293,437
1194,hipolito,0.62069,2135,0.62787,1193,0.00718,-942
1195,Sylvansky,0.64511,529,0.62787,1194,-0.01724,665
1196,HatemKotb,0.61925,2368,0.62787,1195,0.00862,-1173
1197,Master J,0.63218,1316,0.62787,1196,-0.00431,-120
1198,Grover,0.63362,1252,0.62787,1197,-0.00575,-55
1199,amnon,0.63649,1038,0.62787,1198,-0.00862,160
1200,Satnam_NZ,0.64368,594,0.62787,1199,-0.01581,605
1201,Cathryn3,0.63506,1070,0.62644,1200,-0.00862,130
1202,Seraphimus,0.63218,1253,0.62644,1201,-0.00574,-52
1203,Aakash Rai,0.64655,422,0.62644,1202,-0.02011,780
1204,ArkaPrabhataReksowardojo,0.62931,1485,0.62644,1203,-0.00287,-282
1205,Adrien Thyrland,0.64368,544,0.62644,1204,-0.01724,660
1206,J-Squared,0.63649,966,0.62644,1205,-0.01005,239
1207,pasztorb,0.63506,1073,0.62644,1206,-0.00862,133
1208,Radema,0.63362,1164,0.62644,1207,-0.00718,43
1209,Karthik T Narasimha,0.63506,1077,0.62644,1208,-0.00862,131
1210,Tod Knutson,0.63362,1162,0.62644,1209,-0.00718,47
1211,dalog,0.65230,205,0.62644,1210,-0.02586,1005
1212,basbakkie,0.64224,599,0.62644,1211,-0.01580,612
1213,Kirk Mettler,0.63793,872,0.62644,1212,-0.01149,340
1214,shoo.H,0.63218,1291,0.62644,1213,-0.00574,-78
1215,Inzay,0.62931,1502,0.62644,1214,-0.00287,-288
1216,Ruud Kapteijn,0.65230,229,0.62644,1215,-0.02586,986
1217,Pablo Hidalgo,0.62644,1843,0.62644,1216,0.00000,-627
1218,RHEC,0.64655,433,0.62644,1217,-0.02011,784
1219,RInspect16.in,0.62931,1750,0.62644,1218,-0.00287,-532
1220,Ray Descalzo,0.63649,968,0.62644,1219,-0.01005,251
1221,mrtrabado,0.63937,788,0.62644,1220,-0.01293,432
1222,Raghavendran P M,0.64799,365,0.62644,1221,-0.02155,856
1223,aloisp,0.65517,144,0.62644,1222,-0.02873,1078
1224,ahumblefool,0.63506,1090,0.62644,1223,-0.00862,133
1225,Krishna,0.64511,468,0.62644,1224,-0.01867,756
1226,WallyChang,0.62356,1998,0.62644,1225,0.00288,-773
1227,Siva Puvvada,0.63937,861,0.62644,1226,-0.01293,365
1228,Hitesh Pau,0.61925,2287,0.62644,1227,0.00719,-1060
1229,congerfish,0.63937,806,0.62644,1228,-0.01293,422
1230,Plintys,0.63362,1181,0.62644,1229,-0.00718,48
1231,VarunMehrishi,0.62069,2093,0.62644,1230,0.00575,-863
1232,Naitch,0.63649,985,0.62644,1231,-0.01005,246
1233,purvank,0.63793,893,0.62644,1232,-0.01149,339
1234,Marši? Ante,0.64511,488,0.62644,1233,-0.01867,745
1235,AnotherBrownMan,0.62500,1929,0.62644,1234,0.00144,-695
1236,PandaQuantique,0.61925,2211,0.62644,1235,0.00719,-976
1237,DavidFernández,0.62356,2005,0.62644,1236,0.00288,-769
1238,DhruvArora,0.63793,888,0.62644,1237,-0.01149,349
1239,ChithraYashodha,0.63218,1280,0.62644,1238,-0.00574,-42
1240,apples2apples,0.63506,1098,0.62644,1239,-0.00862,141
1241,sping,0.63362,1182,0.62644,1240,-0.00718,58
1242,Ramkumar,0.63937,809,0.62644,1241,-0.01293,432
1243,ricardotreis,0.64224,658,0.62644,1242,-0.01580,584
1244,jscrane,0.66092,73,0.62644,1243,-0.03448,1170
1245,a_fetah,0.62213,2050,0.62644,1244,0.00431,-806
1246,alxgrh,0.62644,1859,0.62644,1245,0.00000,-614
1247,eschifer,0.65230,213,0.62644,1246,-0.02586,1033
1248,Regis Machado,0.62931,1599,0.62644,1247,-0.00287,-352
1249,linlinmhee,0.62069,2100,0.62644,1248,0.00575,-852
1250,Rui Ribeiro,0.63649,977,0.62644,1249,-0.01005,272
1251,ellenayoungxy,0.62931,1511,0.62644,1250,-0.00287,-261
1252,Samuli,0.62500,1939,0.62644,1251,0.00144,-688
1253,Francois,0.62931,1617,0.62644,1252,-0.00287,-365
1254,NatalyaPatrikeeva,0.61925,2196,0.62644,1253,0.00719,-943
1255,Ankush,0.65661,121,0.62644,1254,-0.03017,1133
1256,Alfred Tran,0.64655,442,0.62644,1255,-0.02011,813
1257,Holmstrand,0.62644,1862,0.62644,1256,0.00000,-606
1258,MoiraL,0.63218,1272,0.62644,1257,-0.00574,-15
1259,gestalt,0.61207,2489,0.62644,1258,0.01437,-1231
1260,leexiongan,0.65230,228,0.62644,1259,-0.02586,1031
1261,Devaradhe,0.63793,909,0.62644,1260,-0.01149,351
1262,bjv10,0.63937,848,0.62644,1261,-0.01293,413
1263,Sérgio den Boer,0.63649,1005,0.62644,1262,-0.01005,257
1264,GerryC,0.64511,489,0.62644,1263,-0.01867,774
1265,fbellog,0.65374,192,0.62644,1264,-0.02730,1072
1266,Srinivasan,0.63218,1319,0.62644,1265,-0.00574,-54
1267,MilanBala,0.63649,994,0.62644,1266,-0.01005,272
1268,Maggie Au,0.65086,282,0.62644,1267,-0.02442,985
1269,siuyin,0.63218,1318,0.62644,1268,-0.00574,-50
1270,trimcao,0.66379,51,0.62644,1269,-0.03735,1218
1271,caroluja,0.64799,375,0.62644,1270,-0.02155,895
1272,louis1996,0.65517,155,0.62644,1271,-0.02873,1116
1273,JoePohnan,0.61925,2291,0.62644,1272,0.00719,-1019
1274,Adrian Jarrett,0.65805,97,0.62644,1273,-0.03161,1176
1275,Rudraksh,0.65086,272,0.62644,1274,-0.02442,1002
1276,Mattias,0.62931,1745,0.62644,1275,-0.00287,-470
1277,LocoAspsychian,0.62213,2060,0.62644,1276,0.00431,-784
1278,gosias,0.62213,2062,0.62644,1277,0.00431,-785
1279,Alexander Muhr,0.62931,1575,0.62644,1278,-0.00287,-297
1280,guislain,0.63218,1333,0.62644,1279,-0.00574,-54
1281,Douglas Garrett,0.62356,2027,0.62644,1280,0.00288,-747
1282,mxragbar,0.63218,1334,0.62644,1281,-0.00574,-53
1283,miro,0.62213,2063,0.62644,1282,0.00431,-781
1284,Rakesh Pandey,0.63649,1036,0.62644,1283,-0.01005,247
1285,AtulGupta,0.64655,453,0.62644,1284,-0.02011,831
1286,shajuc,0.62931,1685,0.62644,1285,-0.00287,-400
1287,MaheshMacharla,0.63793,927,0.62644,1286,-0.01149,359
1288,francois21,0.62931,1698,0.62644,1287,-0.00287,-411
1289,Matteo,0.63937,844,0.62644,1288,-0.01293,444
1290,LiaT,0.63218,1354,0.62644,1289,-0.00574,-65
1291,HansNieminen,0.65230,231,0.62644,1290,-0.02586,1059
1292,ShashankTopalle,0.64511,530,0.62644,1291,-0.01867,761
